,longitude,latitude,month,hour,day,local_authority_(district),1st_road_class,1st_road_number,speed_limit,accident,weather_conditions,junction_detail
17969,0.758309,51.126273,8,15.0,9,650,3,28,30,0,2,0
17970,0.758309,51.126273,7,14.0,18,442,3,28,30,0,2,0
17971,0.758309,51.126273,3,12.0,8,87,3,28,30,0,2,0
17972,-0.19192,51.405081,7,13.0,19,22,3,24,30,1,1,0
17973,-0.19192,51.405081,8,19.0,22,11,3,24,30,0,1,0
17974,-0.19192,51.405081,4,7.0,7,246,3,24,30,0,1,0
17975,-0.19192,51.405081,7,12.0,3,178,3,24,30,0,1,0
17976,-3.5417330000000002,52.441205000000004,4,16.0,29,753,3,470,60,1,1,9
17977,-3.5417330000000002,52.441205000000004,6,2.0,4,928,3,470,60,0,1,9
17978,-3.5417330000000002,52.441205000000004,8,14.0,1,510,3,470,60,0,1,9
17979,-3.5417330000000002,52.441205000000004,8,4.0,16,270,3,470,60,0,1,9
17980,-1.408476,54.969011,5,17.0,22,149,6,3093,30,1,1,0
17981,-1.408476,54.969011,11,13.0,26,619,6,3093,30,0,1,0
17982,-1.408476,54.969011,6,19.0,19,867,6,3093,30,0,1,0
17983,-1.408476,54.969011,6,18.0,2,842,6,3093,30,0,1,0
17984,-0.261258,51.506396,10,19.0,29,27,3,4020,30,1,1,0
17985,-0.261258,51.506396,11,22.0,23,772,3,4020,30,0,1,0
17986,-0.261258,51.506396,3,0.0,12,519,3,4020,30,0,1,0
17987,-0.261258,51.506396,12,1.0,3,570,3,4020,30,0,1,0
17988,-1.200828,51.875997999999996,2,7.0,14,481,1,40,70,1,7,0
17989,-1.200828,51.875997999999996,6,0.0,24,177,1,40,70,0,7,0
17990,-1.200828,51.875997999999996,8,21.0,13,708,1,40,70,0,7,0
17991,-1.200828,51.875997999999996,9,21.0,3,935,1,40,70,0,7,0
17992,-0.404636,51.477411,1,9.0,27,25,3,312,30,1,1,1
17993,-0.404636,51.477411,12,21.0,1,893,3,312,30,0,1,1
17994,-0.404636,51.477411,3,14.0,18,66,3,312,30,0,1,1
17995,-0.404636,51.477411,2,16.0,19,93,3,312,30,0,1,1
17996,0.180277,51.437146999999996,8,18.0,26,532,3,2018,60,1,2,0
17997,0.180277,51.437146999999996,10,7.0,22,33,3,2018,60,0,2,0
17998,0.180277,51.437146999999996,1,8.0,9,203,3,2018,60,0,2,0
17999,0.180277,51.437146999999996,5,4.0,10,190,3,2018,60,0,2,0
18000,-1.284449,51.67017,4,2.0,19,483,3,415,30,1,1,3
18001,-1.284449,51.67017,2,15.0,16,24,3,415,30,0,1,3
18002,-1.284449,51.67017,4,14.0,10,608,3,415,30,0,1,3
18003,-1.284449,51.67017,3,11.0,28,223,3,415,30,0,1,3
18004,-1.970879,52.58781,10,13.0,25,307,3,4148,30,1,1,3
18005,-1.970879,52.58781,10,6.0,4,821,3,4148,30,0,1,3
18006,-1.970879,52.58781,8,12.0,7,363,3,4148,30,0,1,3
18007,-1.970879,52.58781,2,8.0,28,545,3,4148,30,0,1,3
18008,-0.6332369999999999,51.527524,10,8.0,14,473,6,7302,30,1,1,0
18009,-0.6332369999999999,51.527524,8,14.0,3,7,6,7302,30,0,1,0
18010,-0.6332369999999999,51.527524,7,12.0,9,337,6,7302,30,0,1,0
18011,-0.6332369999999999,51.527524,2,21.0,16,865,6,7302,30,0,1,0
18012,-2.803181,54.930492,12,8.0,17,62,3,689,60,1,1,3
18013,-2.803181,54.930492,5,20.0,23,402,3,689,60,0,1,3
18014,-2.803181,54.930492,4,0.0,26,402,3,689,60,0,1,3
18015,-2.803181,54.930492,11,15.0,17,757,3,689,60,0,1,3
18016,-1.7947240000000002,52.506907,1,6.0,26,300,3,452,30,1,8,1
18017,-1.7947240000000002,52.506907,7,4.0,8,22,3,452,30,0,8,1
18018,-1.7947240000000002,52.506907,1,10.0,12,798,3,452,30,0,8,1
18019,-1.7947240000000002,52.506907,11,16.0,17,45,3,452,30,0,8,1
18020,-1.275817,52.891702,4,13.0,26,324,6,0,30,1,1,0
18021,-1.275817,52.891702,4,15.0,12,375,6,0,30,0,1,0
18022,-1.275817,52.891702,7,13.0,12,743,6,0,30,0,1,0
18023,-1.275817,52.891702,10,23.0,18,389,6,0,30,0,1,0
18024,-0.147378,51.493232,11,21.0,19,1,3,3214,30,1,1,0
18025,-0.147378,51.493232,3,22.0,24,357,3,3214,30,0,1,0
18026,-0.147378,51.493232,10,16.0,3,179,3,3214,30,0,1,0
18027,-0.147378,51.493232,8,19.0,2,723,3,3214,30,0,1,0
18028,-1.192512,51.787936,8,8.0,20,484,4,4027,50,1,2,0
18029,-1.192512,51.787936,11,20.0,16,766,4,4027,50,0,2,0
18030,-1.192512,51.787936,4,7.0,25,85,4,4027,50,0,2,0
18031,-1.192512,51.787936,11,22.0,12,75,4,4027,50,0,2,0
18032,0.163185,52.189056,1,17.0,21,390,6,0,20,1,1,3
18033,0.163185,52.189056,10,9.0,17,387,6,0,20,0,1,3
18034,0.163185,52.189056,8,9.0,7,653,6,0,20,0,1,3
18035,0.163185,52.189056,12,7.0,13,501,6,0,20,0,1,3
18036,-0.19803099999999998,51.538444,11,15.0,21,28,6,0,30,1,1,3
18037,-0.19803099999999998,51.538444,11,18.0,2,679,6,0,30,0,1,3
18038,-0.19803099999999998,51.538444,12,4.0,25,628,6,0,30,0,1,3
18039,-0.19803099999999998,51.538444,11,8.0,25,416,6,0,30,0,1,3
18040,-1.998593,53.916527,9,17.0,20,180,3,629,60,1,1,3
18041,-1.998593,53.916527,1,20.0,4,320,3,629,60,0,1,3
18042,-1.998593,53.916527,4,16.0,4,937,3,629,60,0,1,3
18043,-1.998593,53.916527,9,4.0,21,732,3,629,60,0,1,3
18044,-0.528881,53.512713,5,16.0,19,232,4,1206,30,1,1,3
18045,-0.528881,53.512713,10,22.0,4,281,4,1206,30,0,1,3
18046,-0.528881,53.512713,10,12.0,5,358,4,1206,30,0,1,3
18047,-0.528881,53.512713,8,12.0,3,739,4,1206,30,0,1,3
18048,-0.20750300000000002,51.480858000000005,11,7.0,17,11,3,3219,30,1,2,3
18049,-0.20750300000000002,51.480858000000005,12,13.0,14,36,3,3219,30,0,2,3
18050,-0.20750300000000002,51.480858000000005,12,1.0,26,605,3,3219,30,0,2,3
18051,-0.20750300000000002,51.480858000000005,9,0.0,10,874,3,3219,30,0,2,3
18052,-1.3873,52.537136,2,13.0,17,361,4,4666,30,1,1,3
18053,-1.3873,52.537136,8,17.0,10,719,4,4666,30,0,1,3
18054,-1.3873,52.537136,6,5.0,6,487,4,4666,30,0,1,3
18055,-1.3873,52.537136,4,18.0,1,683,4,4666,30,0,1,3
18056,-2.028347,52.688324,1,11.0,18,250,3,34,30,1,1,3
18057,-2.028347,52.688324,1,0.0,5,622,3,34,30,0,1,3
18058,-2.028347,52.688324,12,20.0,19,585,3,34,30,0,1,3
18059,-2.028347,52.688324,9,12.0,19,484,3,34,30,0,1,3
18060,-0.744678,53.120661,5,16.0,13,345,6,0,50,1,1,6
18061,-0.744678,53.120661,4,13.0,28,254,6,0,50,0,1,6
18062,-0.744678,53.120661,2,1.0,15,289,6,0,50,0,1,6
18063,-0.744678,53.120661,3,7.0,25,612,6,0,50,0,1,6
18064,-0.083624,51.405788,9,16.0,26,20,3,215,30,1,1,3
18065,-0.083624,51.405788,10,23.0,26,853,3,215,30,0,1,3
18066,-0.083624,51.405788,6,13.0,27,41,3,215,30,0,1,3
18067,-0.083624,51.405788,4,1.0,13,215,3,215,30,0,1,3
18068,0.262252,50.77517,9,8.0,21,551,6,0,30,1,9,3
18069,0.262252,50.77517,4,16.0,19,448,6,0,30,0,9,3
18070,0.262252,50.77517,4,20.0,4,798,6,0,30,0,9,3
18071,0.262252,50.77517,12,9.0,24,605,6,0,30,0,9,3
18072,0.155683,52.236581,7,11.0,24,390,3,14,70,1,2,0
18073,0.155683,52.236581,11,10.0,2,886,3,14,70,0,2,0
18074,0.155683,52.236581,1,13.0,10,44,3,14,70,0,2,0
18075,0.155683,52.236581,6,5.0,1,808,3,14,70,0,2,0
18076,-0.40028600000000003,51.445339000000004,10,13.0,25,25,6,0,30,1,1,6
18077,-0.40028600000000003,51.445339000000004,2,10.0,15,222,6,0,30,0,1,6
18078,-0.40028600000000003,51.445339000000004,1,12.0,27,200,6,0,30,0,1,6
18079,-0.40028600000000003,51.445339000000004,9,18.0,19,366,6,0,30,0,1,6
18080,-1.9763810000000002,52.511667,9,19.0,22,305,3,41,30,1,1,1
18081,-1.9763810000000002,52.511667,7,15.0,17,425,3,41,30,0,1,1
18082,-1.9763810000000002,52.511667,5,6.0,15,404,3,41,30,0,1,1
18083,-1.9763810000000002,52.511667,2,6.0,9,54,3,41,30,0,1,1
18084,-0.881661,52.178375,7,0.0,31,385,1,1,40,1,1,0
18085,-0.881661,52.178375,6,19.0,8,692,1,1,40,0,1,0
18086,-0.881661,52.178375,3,2.0,13,908,1,1,40,0,1,0
18087,-0.881661,52.178375,3,18.0,13,120,1,1,40,0,1,0
18088,-1.840168,52.46423000000001,12,20.0,14,300,3,45,30,1,1,1
18089,-1.840168,52.46423000000001,12,7.0,23,63,3,45,30,0,1,1
18090,-1.840168,52.46423000000001,5,7.0,18,25,3,45,30,0,1,1
18091,-1.840168,52.46423000000001,12,2.0,6,713,3,45,30,0,1,1
18092,-0.334622,51.38324,2,8.0,22,510,3,307,30,1,1,0
18093,-0.334622,51.38324,5,15.0,2,396,3,307,30,0,1,0
18094,-0.334622,51.38324,11,7.0,23,499,3,307,30,0,1,0
18095,-0.334622,51.38324,3,10.0,18,925,3,307,30,0,1,0
18096,0.248416,51.435859,3,13.0,31,532,6,3209,30,1,1,0
18097,0.248416,51.435859,10,7.0,15,784,6,3209,30,0,1,0
18098,0.248416,51.435859,11,8.0,3,251,6,3209,30,0,1,0
18099,0.248416,51.435859,9,6.0,16,751,6,3209,30,0,1,0
18100,-0.421521,50.870102,8,17.0,26,558,3,280,60,1,1,0
18101,-0.421521,50.870102,6,15.0,1,219,3,280,60,0,1,0
18102,-0.421521,50.870102,6,23.0,23,216,3,280,60,0,1,0
18103,-0.421521,50.870102,8,2.0,26,547,3,280,60,0,1,0
18104,-2.85249,53.249729,3,1.0,24,130,1,56,70,1,1,0
18105,-2.85249,53.249729,5,12.0,16,162,1,56,70,0,1,0
18106,-2.85249,53.249729,8,16.0,16,414,1,56,70,0,1,0
18107,-2.85249,53.249729,11,6.0,9,13,1,56,70,0,1,0
18108,-0.586819,53.397613,8,10.0,16,356,3,631,60,1,1,3
18109,-0.586819,53.397613,6,13.0,15,406,3,631,60,0,1,3
18110,-0.586819,53.397613,9,13.0,2,227,3,631,60,0,1,3
18111,-0.586819,53.397613,2,23.0,25,539,3,631,60,0,1,3
18112,0.074463,51.618239,10,16.0,25,456,3,113,30,1,1,2
18113,0.074463,51.618239,11,16.0,25,331,3,113,30,0,1,2
18114,0.074463,51.618239,5,14.0,7,240,3,113,30,0,1,2
18115,0.074463,51.618239,6,23.0,2,908,3,113,30,0,1,2
18116,-0.017166999999999998,51.449646,6,6.0,15,7,3,21,30,1,1,6
18117,-0.017166999999999998,51.449646,7,11.0,27,773,3,21,30,0,1,6
18118,-0.017166999999999998,51.449646,12,10.0,28,1,3,21,30,0,1,6
18119,-0.017166999999999998,51.449646,2,21.0,1,562,3,21,30,0,1,6
18120,-0.319262,51.339622999999996,2,7.0,26,23,3,243,30,1,1,8
18121,-0.319262,51.339622999999996,5,2.0,18,100,3,243,30,0,1,8
18122,-0.319262,51.339622999999996,8,23.0,9,264,3,243,30,0,1,8
18123,-0.319262,51.339622999999996,12,3.0,11,532,3,243,30,0,1,8
18124,-1.949498,52.439648999999996,2,19.0,20,300,6,0,30,1,1,0
18125,-1.949498,52.439648999999996,2,20.0,12,385,6,0,30,0,1,0
18126,-1.949498,52.439648999999996,11,21.0,25,700,6,0,30,0,1,0
18127,-1.949498,52.439648999999996,1,7.0,18,242,6,0,30,0,1,0
18128,-2.528844,53.261131999999996,12,7.0,23,130,4,5374,30,1,1,3
18129,-2.528844,53.261131999999996,1,16.0,8,155,4,5374,30,0,1,3
18130,-2.528844,53.261131999999996,4,2.0,28,878,4,5374,30,0,1,3
18131,-2.528844,53.261131999999996,8,10.0,1,266,4,5374,30,0,1,3
18132,-4.323163,55.854948,9,15.0,15,926,6,0,30,1,1,0
18133,-4.323163,55.854948,8,18.0,17,905,6,0,30,0,1,0
18134,-4.323163,55.854948,5,23.0,16,87,6,0,30,0,1,0
18135,-4.323163,55.854948,3,1.0,7,406,6,0,30,0,1,0
18136,-1.9235,52.501936,1,8.0,26,300,6,0,30,1,9,0
18137,-1.9235,52.501936,9,10.0,8,265,6,0,30,0,9,0
18138,-1.9235,52.501936,8,7.0,19,3,6,0,30,0,9,0
18139,-1.9235,52.501936,2,6.0,19,692,6,0,30,0,9,0
18140,-2.495723,53.739796,9,16.0,24,70,6,0,30,1,1,3
18141,-2.495723,53.739796,1,18.0,18,495,6,0,30,0,1,3
18142,-2.495723,53.739796,11,4.0,10,781,6,0,30,0,1,3
18143,-2.495723,53.739796,4,21.0,3,259,6,0,30,0,1,3
18144,-1.958623,52.435104,12,19.0,25,300,6,0,30,1,2,1
18145,-1.958623,52.435104,12,6.0,21,155,6,0,30,0,2,1
18146,-1.958623,52.435104,1,6.0,16,649,6,0,30,0,2,1
18147,-1.958623,52.435104,2,1.0,2,98,6,0,30,0,2,1
18148,-3.679047,53.289009,3,16.0,19,721,6,0,30,1,1,3
18149,-3.679047,53.289009,3,15.0,16,27,6,0,30,0,1,3
18150,-3.679047,53.289009,12,7.0,21,568,6,0,30,0,1,3
18151,-3.679047,53.289009,7,4.0,4,935,6,0,30,0,1,3
18152,-0.20413499999999998,51.419927,3,18.0,16,22,3,219,30,1,1,3
18153,-0.20413499999999998,51.419927,11,19.0,21,118,3,219,30,0,1,3
18154,-0.20413499999999998,51.419927,4,7.0,8,764,3,219,30,0,1,3
18155,-0.20413499999999998,51.419927,12,8.0,27,355,3,219,30,0,1,3
18156,-0.534223,51.98997,12,11.0,28,424,1,1,70,1,1,0
18157,-0.534223,51.98997,9,7.0,1,344,1,1,70,0,1,0
18158,-0.534223,51.98997,12,16.0,17,42,1,1,70,0,1,0
18159,-0.534223,51.98997,11,12.0,1,579,1,1,70,0,1,0
18160,-0.23050700000000002,51.585968,1,7.0,27,30,3,504,30,1,1,3
18161,-0.23050700000000002,51.585968,6,5.0,21,108,3,504,30,0,1,3
18162,-0.23050700000000002,51.585968,6,3.0,13,894,3,504,30,0,1,3
18163,-0.23050700000000002,51.585968,5,4.0,2,43,3,504,30,0,1,3
18164,-1.48861,53.383449,10,11.0,30,215,6,0,30,1,1,3
18165,-1.48861,53.383449,11,22.0,21,500,6,0,30,0,1,3
18166,-1.48861,53.383449,7,10.0,3,186,6,0,30,0,1,3
18167,-1.48861,53.383449,9,20.0,16,32,6,0,30,0,1,3
18168,-2.121575,52.585772999999996,9,12.0,16,309,3,4150,40,1,1,0
18169,-2.121575,52.585772999999996,6,6.0,18,839,3,4150,40,0,1,0
18170,-2.121575,52.585772999999996,5,23.0,8,69,3,4150,40,0,1,0
18171,-2.121575,52.585772999999996,12,6.0,10,504,3,4150,40,0,1,0
18172,-3.4803889999999997,50.707741,2,12.0,18,581,3,379,50,1,1,6
18173,-3.4803889999999997,50.707741,7,6.0,15,426,3,379,50,0,1,6
18174,-3.4803889999999997,50.707741,2,15.0,15,282,3,379,50,0,1,6
18175,-3.4803889999999997,50.707741,2,19.0,28,103,3,379,50,0,1,6
18176,-1.308799,52.663264,5,19.0,17,361,5,5106,30,1,1,3
18177,-1.308799,52.663264,10,3.0,15,108,5,5106,30,0,1,3
18178,-1.308799,52.663264,2,0.0,27,85,5,5106,30,0,1,3
18179,-1.308799,52.663264,7,21.0,22,412,5,5106,30,0,1,3
18180,-4.771195,55.939682,10,16.0,26,928,6,0,30,1,1,0
18181,-4.771195,55.939682,6,16.0,7,99,6,0,30,0,1,0
18182,-4.771195,55.939682,9,16.0,25,873,6,0,30,0,1,0
18183,-4.771195,55.939682,8,2.0,18,824,6,0,30,0,1,0
18184,-1.082114,53.981033,5,19.0,25,189,4,1363,60,1,1,0
18185,-1.082114,53.981033,12,16.0,14,718,4,1363,60,0,1,0
18186,-1.082114,53.981033,12,13.0,23,344,4,1363,60,0,1,0
18187,-1.082114,53.981033,12,1.0,2,645,4,1363,60,0,1,0
18188,-2.191007,53.509762,3,5.0,20,102,4,6393,30,1,1,6
18189,-2.191007,53.509762,10,2.0,17,682,4,6393,30,0,1,6
18190,-2.191007,53.509762,2,10.0,11,919,4,6393,30,0,1,6
18191,-2.191007,53.509762,7,18.0,22,282,4,6393,30,0,1,6
18192,0.521249,51.27148,11,12.0,27,536,6,3611,30,1,1,9
18193,0.521249,51.27148,3,11.0,9,344,6,3611,30,0,1,9
18194,0.521249,51.27148,2,10.0,26,153,6,3611,30,0,1,9
18195,0.521249,51.27148,8,11.0,7,455,6,3611,30,0,1,9
18196,-0.11291300000000001,51.487107,9,8.0,14,9,3,3204,30,1,8,3
18197,-0.11291300000000001,51.487107,8,15.0,11,578,3,3204,30,0,8,3
18198,-0.11291300000000001,51.487107,12,6.0,11,597,3,3204,30,0,8,3
18199,-0.11291300000000001,51.487107,11,22.0,27,606,3,3204,30,0,8,3
18200,-0.24925100000000003,51.51512,3,16.0,25,27,5,0,30,1,1,3
18201,-0.24925100000000003,51.51512,1,21.0,20,581,5,0,30,0,1,3
18202,-0.24925100000000003,51.51512,3,16.0,2,268,5,0,30,0,1,3
18203,-0.24925100000000003,51.51512,2,21.0,6,313,5,0,30,0,1,3
18204,0.59945,51.554652000000004,11,16.0,28,453,6,0,30,1,1,6
18205,0.59945,51.554652000000004,7,22.0,8,830,6,0,30,0,1,6
18206,0.59945,51.554652000000004,10,5.0,22,345,6,0,30,0,1,6
18207,0.59945,51.554652000000004,10,8.0,11,266,6,0,30,0,1,6
18208,-3.826708,52.02012,7,16.0,16,751,6,0,30,1,1,0
18209,-3.826708,52.02012,5,1.0,26,549,6,0,30,0,1,0
18210,-3.826708,52.02012,12,10.0,10,524,6,0,30,0,1,0
18211,-3.826708,52.02012,1,9.0,15,336,6,0,30,0,1,0
18212,-0.181672,51.237694,12,13.0,29,513,3,25,30,1,1,3
18213,-0.181672,51.237694,2,6.0,3,122,3,25,30,0,1,3
18214,-0.181672,51.237694,1,20.0,20,231,3,25,30,0,1,3
18215,-0.181672,51.237694,8,5.0,6,97,3,25,30,0,1,3
18216,-1.501379,52.050288,3,8.0,18,481,4,4035,60,1,7,0
18217,-1.501379,52.050288,10,9.0,12,677,4,4035,60,0,7,0
18218,-1.501379,52.050288,1,23.0,27,154,4,4035,60,0,7,0
18219,-1.501379,52.050288,2,5.0,5,854,4,4035,60,0,7,0
18220,-0.37308600000000003,51.457553999999995,12,16.0,24,25,3,3063,30,1,1,0
18221,-0.37308600000000003,51.457553999999995,7,3.0,10,295,3,3063,30,0,1,0
18222,-0.37308600000000003,51.457553999999995,7,22.0,25,820,3,3063,30,0,1,0
18223,-0.37308600000000003,51.457553999999995,7,18.0,11,320,3,3063,30,0,1,0
18224,0.510393,51.69882,10,15.0,27,454,3,12,70,1,1,0
18225,0.510393,51.69882,10,8.0,27,202,3,12,70,0,1,0
18226,0.510393,51.69882,11,17.0,16,772,3,12,70,0,1,0
18227,0.510393,51.69882,4,17.0,27,371,3,12,70,0,1,0
18228,-1.7709830000000002,51.562728,8,13.0,15,633,3,4259,30,1,1,1
18229,-1.7709830000000002,51.562728,9,9.0,7,414,3,4259,30,0,1,1
18230,-1.7709830000000002,51.562728,9,6.0,16,366,3,4259,30,0,1,1
18231,-1.7709830000000002,51.562728,1,13.0,25,418,3,4259,30,0,1,1
18232,-0.24928000000000003,50.841313,5,10.0,20,557,6,0,30,1,1,1
18233,-0.24928000000000003,50.841313,2,21.0,25,677,6,0,30,0,1,1
18234,-0.24928000000000003,50.841313,5,4.0,18,585,6,0,30,0,1,1
18235,-0.24928000000000003,50.841313,9,8.0,19,97,6,0,30,0,1,1
18236,1.411306,51.361081,1,8.0,23,541,3,256,30,1,1,0
18237,1.411306,51.361081,3,17.0,5,795,3,256,30,0,1,0
18238,1.411306,51.361081,7,2.0,19,651,3,256,30,0,1,0
18239,1.411306,51.361081,10,14.0,12,97,3,256,30,0,1,0
18240,-3.18115,55.940868,8,17.0,31,923,6,0,30,1,1,6
18241,-3.18115,55.940868,7,1.0,6,775,6,0,30,0,1,6
18242,-3.18115,55.940868,5,6.0,5,178,6,0,30,0,1,6
18243,-3.18115,55.940868,11,21.0,26,279,6,0,30,0,1,6
18244,-1.450237,55.005106999999995,8,21.0,14,148,3,1149,30,1,2,0
18245,-1.450237,55.005106999999995,4,12.0,28,667,3,1149,30,0,2,0
18246,-1.450237,55.005106999999995,7,9.0,16,368,3,1149,30,0,2,0
18247,-1.450237,55.005106999999995,7,5.0,21,177,3,1149,30,0,2,0
18248,-3.205404,50.803708,8,7.0,23,580,3,373,60,1,2,3
18249,-3.205404,50.803708,9,15.0,18,698,3,373,60,0,2,3
18250,-3.205404,50.803708,2,7.0,15,716,3,373,60,0,2,3
18251,-3.205404,50.803708,10,5.0,20,152,3,373,60,0,2,3
18252,-2.577322,53.261968,8,10.0,20,130,4,5153,30,1,1,0
18253,-2.577322,53.261968,1,12.0,24,425,4,5153,30,0,1,0
18254,-2.577322,53.261968,5,8.0,9,186,4,5153,30,0,1,0
18255,-2.577322,53.261968,2,19.0,2,530,4,5153,30,0,1,0
18256,-0.39266999999999996,51.461421,5,16.0,28,25,3,315,30,1,1,0
18257,-0.39266999999999996,51.461421,5,14.0,7,80,3,315,30,0,1,0
18258,-0.39266999999999996,51.461421,11,14.0,25,757,3,315,30,0,1,0
18259,-0.39266999999999996,51.461421,6,7.0,21,560,3,315,30,0,1,0
18260,-2.213931,53.838868999999995,8,16.0,13,77,3,682,30,1,1,3
18261,-2.213931,53.838868999999995,4,10.0,24,583,3,682,30,0,1,3
18262,-2.213931,53.838868999999995,5,8.0,10,186,3,682,30,0,1,3
18263,-2.213931,53.838868999999995,1,21.0,7,108,3,682,30,0,1,3
18264,-0.751267,52.049151,5,16.0,25,479,4,4034,70,1,1,1
18265,-0.751267,52.049151,12,19.0,6,210,4,4034,70,0,1,1
18266,-0.751267,52.049151,12,3.0,23,749,4,4034,70,0,1,1
18267,-0.751267,52.049151,8,17.0,18,615,4,4034,70,0,1,1
18268,-2.613667,51.468641999999996,2,3.0,25,601,3,4018,20,1,1,0
18269,-2.613667,51.468641999999996,12,23.0,26,221,3,4018,20,0,1,0
18270,-2.613667,51.468641999999996,2,7.0,13,656,3,4018,20,0,1,0
18271,-2.613667,51.468641999999996,7,2.0,13,165,3,4018,20,0,1,0
18272,-1.6018379999999999,53.815293000000004,5,17.0,19,204,3,65,30,1,1,3
18273,-1.6018379999999999,53.815293000000004,3,9.0,11,130,3,65,30,0,1,3
18274,-1.6018379999999999,53.815293000000004,9,4.0,8,780,3,65,30,0,1,3
18275,-1.6018379999999999,53.815293000000004,4,7.0,19,533,3,65,30,0,1,3
18276,-2.335414,53.121175,7,16.0,21,129,1,6,70,1,1,0
18277,-2.335414,53.121175,10,17.0,5,45,1,6,70,0,1,0
18278,-2.335414,53.121175,4,18.0,16,439,1,6,70,0,1,0
18279,-2.335414,53.121175,8,1.0,23,180,1,6,70,0,1,0
18280,-1.324285,53.177128,4,13.0,23,321,1,1,70,1,1,0
18281,-1.324285,53.177128,3,17.0,28,827,1,1,70,0,1,0
18282,-1.324285,53.177128,8,19.0,8,44,1,1,70,0,1,0
18283,-1.324285,53.177128,2,22.0,18,321,1,1,70,0,1,0
18284,-1.3130469999999999,54.566246,3,9.0,25,245,6,0,20,1,1,0
18285,-1.3130469999999999,54.566246,7,22.0,12,906,6,0,20,0,1,0
18286,-1.3130469999999999,54.566246,10,21.0,14,892,6,0,20,0,1,0
18287,-1.3130469999999999,54.566246,11,20.0,3,751,6,0,20,0,1,0
18288,-0.23076999999999998,51.571764,3,13.0,31,30,3,406,40,1,1,0
18289,-0.23076999999999998,51.571764,2,21.0,4,113,3,406,40,0,1,0
18290,-0.23076999999999998,51.571764,1,22.0,14,545,3,406,40,0,1,0
18291,-0.23076999999999998,51.571764,10,23.0,23,492,3,406,40,0,1,0
18292,0.197299,52.011046,8,11.0,31,463,1,11,70,1,2,0
18293,0.197299,52.011046,4,21.0,21,98,1,11,70,0,2,0
18294,0.197299,52.011046,4,1.0,19,34,1,11,70,0,2,0
18295,0.197299,52.011046,3,15.0,12,899,1,11,70,0,2,0
18296,-1.883843,52.725784999999995,11,8.0,18,252,3,51,40,1,1,3
18297,-1.883843,52.725784999999995,8,18.0,28,434,3,51,40,0,1,3
18298,-1.883843,52.725784999999995,3,4.0,5,548,3,51,40,0,1,3
18299,-1.883843,52.725784999999995,8,7.0,9,501,3,51,40,0,1,3
18300,-1.217374,52.828072,1,8.0,30,347,6,0,60,1,1,0
18301,-1.217374,52.828072,10,7.0,9,618,6,0,60,0,1,0
18302,-1.217374,52.828072,8,12.0,27,830,6,0,60,0,1,0
18303,-1.217374,52.828072,9,6.0,26,602,6,0,60,0,1,0
18304,-4.586991,55.964425,1,9.0,17,916,3,82,70,1,1,0
18305,-4.586991,55.964425,1,3.0,5,730,3,82,70,0,1,0
18306,-4.586991,55.964425,5,21.0,18,777,3,82,70,0,1,0
18307,-4.586991,55.964425,1,0.0,16,6,3,82,70,0,1,0
18308,-1.7910409999999999,52.475706,10,12.0,17,300,6,0,30,1,1,6
18309,-1.7910409999999999,52.475706,8,9.0,5,150,6,0,30,0,1,6
18310,-1.7910409999999999,52.475706,1,6.0,17,844,6,0,30,0,1,6
18311,-1.7910409999999999,52.475706,11,21.0,3,197,6,0,30,0,1,6
18312,-3.3870669999999996,55.163502,12,0.0,23,917,2,74,70,1,4,0
18313,-3.3870669999999996,55.163502,2,11.0,1,796,2,74,70,0,4,0
18314,-3.3870669999999996,55.163502,9,4.0,14,699,2,74,70,0,4,0
18315,-3.3870669999999996,55.163502,4,22.0,21,18,2,74,70,0,4,0
18316,-0.6825720000000001,52.945533999999995,11,1.0,20,355,3,1,70,1,1,0
18317,-0.6825720000000001,52.945533999999995,9,1.0,9,608,3,1,70,0,1,0
18318,-0.6825720000000001,52.945533999999995,9,21.0,28,399,3,1,70,0,1,0
18319,-0.6825720000000001,52.945533999999995,6,20.0,13,176,3,1,70,0,1,0
18320,0.501542,51.715457,9,14.0,25,454,6,0,30,1,1,3
18321,0.501542,51.715457,4,5.0,23,224,6,0,30,0,1,3
18322,0.501542,51.715457,4,14.0,7,740,6,0,30,0,1,3
18323,0.501542,51.715457,7,13.0,22,941,6,0,30,0,1,3
18324,-0.5319,51.919799,1,14.0,31,424,3,5120,60,1,1,0
18325,-0.5319,51.919799,11,6.0,15,602,3,5120,60,0,1,0
18326,-0.5319,51.919799,9,5.0,20,22,3,5120,60,0,1,0
18327,-0.5319,51.919799,6,20.0,4,483,3,5120,60,0,1,0
18328,-0.672323,51.916881,9,15.0,29,424,5,256,20,1,1,8
18329,-0.672323,51.916881,10,9.0,8,147,5,256,20,0,1,8
18330,-0.672323,51.916881,12,11.0,24,247,5,256,20,0,1,8
18331,-0.672323,51.916881,6,6.0,8,623,5,256,20,0,1,8
18332,-0.07771499999999999,51.474665,4,8.0,27,8,4,217,30,1,1,0
18333,-0.07771499999999999,51.474665,8,10.0,26,414,4,217,30,0,1,0
18334,-0.07771499999999999,51.474665,8,4.0,9,411,4,217,30,0,1,0
18335,-0.07771499999999999,51.474665,11,10.0,12,4,4,217,30,0,1,0
18336,-2.9178830000000002,54.64219,10,22.0,30,64,3,66,60,1,2,0
